cohort_date,source,medium,campaign,discounts,income,costs_rub,ltv
2019-09-16,google,cpc,rus_search_gen-flow-discount-10-night,0E-16,2544.4610800000000000,1923.44,621.0210800000000000
2019-09-17,google,cpc,rus_search_gen-flow-discount-10-night,201.7172416000000000,2017.1724160000000000,1871.24,-55.7848256000000000
2019-09-18,google,cpc,rus_search_competitors-new,289.1381626000000000,2891.3816260000000000,426,2176.2434634000000000
2019-09-18,google,cpc,rus_search_gen-flow-discount-10-night,1328.3615471000000000,13283.6154710000000000,2778.12,9177.1339239000000000
2019-09-18,google,cpc,ukr_search_competitors-new,0E-16,4626.7606140000000000,709.49,3917.2706140000000000
2019-09-19,google,cpc,rus_search_gen-flow-discount-10-night,781.4584960000000000,7814.5849600000000000,2077.41,4955.7164640000000000
2019-09-20,google,cpc,rus_search_competitors-new-night,0E-16,891.6161170000000000,213.1,678.5161170000000000
2019-09-20,google,cpc,rus_search_gen-flow-discount-10-night,1276.5315003000000000,33272.1105220000000000,3539.97,28455.6090217000000000
2019-09-20,google,cpc,ukr_search_competitors-new,0E-16,3574.8428520000000000,300.77,3274.0728520000000000
2019-09-20,google,cpc,ukr_search_competitors-new-night,212.3748942000000000,2123.7489420000000000,303.56,1607.8140478000000000
2019-09-21,google,cpc,rus_search_competitors-new,267.9617668000000000,2679.6176680000000000,2925.52,-513.8640988000000000
2019-09-21,google,cpc,rus_search_gen-flow-discount-10-night,465.1242708000000000,5654.9790920000000000,2711.98,2477.8748212000000000
2019-09-22,google,cpc,rus_search_competitors-new,111.5302125000000000,1115.3021250000000000,1596.5,-592.7280875000000000
2019-09-22,google,cpc,rus_search_gen-flow-discount-10-night,111.5302125000000000,1115.3021250000000000,2353.95,-1350.1780875000000000
2019-09-22,google,cpc,ukr_search_competitors-new,334.5906375000000000,2230.6042500000000000,270.41,1625.6036125000000000
2019-09-23,google,cpc,rus_search_competitors-new,115.6766520000000000,3380.9739600000000000,1294.67,1970.6273080000000000
2019-09-23,google,cpc,rus_search_competitors-new-night,138.0080520000000000,3653.2709570000000000,526.76,2988.5029050000000000
2019-09-23,google,cpc,rus_search_gen-flow-discount-10-night,611.8803600000000000,6118.8036000000000000,3192.5,2314.4232400000000000
2019-09-23,google,cpc,ukr_search_competitors-new,0E-16,888.7897200000000000,145.96,742.8297200000000000
2019-09-24,google,cpc,rus_search_competitors-new,89.2008943000000000,2344.3250110000000000,1996.6,258.5241167000000000
2019-09-24,google,cpc,rus_search_gen-flow-discount-10-night,763.7498204000000000,7637.4982040000000000,3135.15,3738.5983836000000000
2019-09-25,google,cpc,rus_search_gen-flow-discount-10-night,1007.5298562000000000,11912.9179750000000000,3479.08,7426.3081188000000000
2019-09-26,google,cpc,rus_search_gen-flow-discount-10-night,311.6772351000000000,4236.6515940000000000,1957.6,1967.3743589000000000
2019-09-27,google,cpc,rus_search_competitors-new,387.8809424000000000,6404.3352800000000000,1295.91,4720.5443376000000000
2019-09-27,google,cpc,rus_search_competitors-new-night,135.3283568000000000,1353.2835680000000000,50.17,1167.7852112000000000
2019-09-27,google,cpc,rus_search_gen-flow-discount-10-night,503.2947584000000000,6770.9438720000000000,2723.93,3543.7191136000000000
2019-09-27,google,cpc,ukr_search_competitors-new-night,112.6981968000000000,1126.9819680000000000,122.03,892.2537712000000000
2019-09-28,google,cpc,rus_search_competitors-new,275.1976416000000000,2751.9764160000000000,3129.65,-652.8712256000000000
2019-09-28,google,cpc,rus_search_gen-flow-discount-10-night,455.3434662000000000,4553.4346620000000000,2126.21,1971.8811958000000000
2019-09-29,google,cpc,rus_search_gen-flow-discount-10-night,415.0339249000000000,7584.7989700000000000,2220.91,4948.8550451000000000
2019-09-30,google,cpc,rus_search_competitors-new,113.0431365000000000,1130.4313650000000000,1602.58,-585.1917715000000000
2019-09-30,google,cpc,rus_search_gen-flow-discount-10-night,1178.1001575000000000,11781.0015750000000000,3539.15,7063.7514175000000000
2019-10-01,google,cpc,rus_search_competitors-new-night,141.1675461000000000,1411.6754610000000000,238.32,1032.1879149000000000
2019-10-01,google,cpc,rus_search_gen-flow-discount-10-night,837.8682186000000000,11613.2007180000000000,2700.37,8074.9624994000000000
2019-10-02,google,cpc,rus_search_competitors-new-night,90.8953395000000000,908.9533950000000000,474.88,343.1780555000000000
2019-10-02,google,cpc,rus_search_gen-flow-discount-10-night,345.7676985000000000,4366.6303800000000000,3032.71,988.1526815000000000
2019-10-03,google,cpc,rus_search_competitors-new,316.3111812000000000,4070.1136140000000000,2926.61,827.1924328000000000
2019-10-03,google,cpc,rus_search_gen-flow-discount-10-night,435.7254888000000000,6380.9172000000000000,2662.43,3282.7617112000000000
2019-10-04,google,cpc,rus_search_competitors-new-night,139.8610941000000000,1398.6109410000000000,311.33,947.4198469000000000
2019-10-04,google,cpc,rus_search_gen-flow-discount-10-night,608.7804905000000000,6087.8049050000000000,2672.26,2806.7644145000000000
2019-10-05,google,cpc,rus_search_competitors-new,180.1447102000000000,1801.4471020000000000,1660.18,-38.8776082000000000
2019-10-05,google,cpc,rus_search_gen-flow-discount-10-night,270.2170653000000000,2702.1706530000000000,2523.18,-91.2264123000000000
2019-10-06,google,cpc,rus_search_competitors-new,433.4199408000000000,4334.1994080000000000,1240.06,2660.7194672000000000
2019-10-06,google,cpc,rus_search_competitors-new-night,275.3597952000000000,2753.5979520000000000,351.35,2126.8881568000000000
2019-10-06,google,cpc,rus_search_gen-flow-discount-10-night,433.4199408000000000,4334.1994080000000000,2574.22,1326.5594672000000000
2019-10-07,google,cpc,rus_search_competitors-new,195.1322373000000000,1951.3223730000000000,2317.13,-560.9398643000000000
2019-10-07,google,cpc,rus_search_gen-flow-discount-10-night,378.4382784000000000,3784.3827840000000000,1939.51,1466.4345056000000000
2019-10-07,google,cpc,ukr_search_competitors-new-night,0E-16,905.1588630000000000,121.71,783.4488630000000000
2019-10-08,google,cpc,rus_search_gen-flow-discount-10-night,381.9505536000000000,3819.5055360000000000,1760.95,1676.6049824000000000
2019-10-09,google,cpc,rus_search_competitors-new,113.3861589000000000,1133.8615890000000000,1079.38,-58.9045699000000000
2019-10-09,google,cpc,rus_search_gen-flow-discount-10-night,505.9117371000000000,6170.2106550000000000,1874.1,3790.1989179000000000
2019-10-10,google,cpc,rus_search_gen-flow-discount-10-night,202.0462080000000000,3414.0397200000000000,1252.36,1959.6335120000000000
2019-10-11,google,cpc,rus_search_competitors-new,111.9047832000000000,1119.0478320000000000,1093.55,-86.4069512000000000
2019-10-11,google,cpc,rus_search_gen-flow-discount-10-night,1972.9481184000000000,17059.9119040000000000,2058.38,13028.5837856000000000
2019-10-12,google,cpc,rus_search_gen-flow-discount-10-night,111.9075720000000000,1119.0757200000000000,1058.14,-50.9718520000000000
2019-10-12,google,cpc,ukr_search_competitors-new,0E-16,894.3617200000000000,856.37,37.9917200000000000
2019-10-13,google,cpc,rus_search_gen-flow-discount-10-night,699.6290210000000000,9045.9222210000000000,2080.73,6265.5632000000000000
2019-10-13,google,cpc,ukr_search_competitors-new,0E-16,895.3451780000000000,596.96,298.3851780000000000
2019-10-13,google,cpc,ukr_search_competitors-new-night,358.1380712000000000,1790.6903560000000000,348.91,1083.6422848000000000
2019-10-14,google,cpc,rus_search_brand-discount-15,766.5851865000000000,8080.6654740000000000,7576.91,-262.8297125000000000
2019-10-14,google,cpc,rus_search_competitors-new,459.9120596000000000,4599.1205960000000000,1888.46,2250.7485364000000000
2019-10-14,google,cpc,rus_search_competitors-new-night,373.9598058000000000,2493.0653720000000000,247.17,1871.9355662000000000
2019-10-14,google,cpc,rus_search_gen-flow-discount-10-night,1220.4848859000000000,10836.8129870000000000,1584.09,8032.2381011000000000
2019-10-15,google,cpc,rus_search_brand-discount-15,5601.88252120000000000000,34586.8773110000000000,8132.13,20852.86478980000000000000
2019-10-15,google,cpc,rus_search_competitors-new,501.5557393000000000,5015.5573930000000000,1451.62,3062.3816537000000000
2019-10-15,google,cpc,rus_search_competitors-new-night,192.3431517000000000,1923.4315170000000000,244.3,1486.7883653000000000
2019-10-15,google,cpc,rus_search_gen-flow-discount-10-night,667.1851368000000000,4447.9009120000000000,1187.06,2593.6557752000000000
2019-10-15,google,cpc,rus_search_gen-flow-discount-15,268.7648628000000000,1791.7657520000000000,6768.89,-5245.8891108000000000
2019-10-15,google,cpc,rus_search_gen-flow-discount-15-night,208.6641774000000000,1391.0945160000000000,199.76,982.6703386000000000
2019-10-16,google,cpc,rus_search_brand-discount-15,2318.6242674000000000,21730.4026590000000000,7511.64,11900.1383916000000000
2019-10-16,google,cpc,rus_search_gen-flow-discount-10-night,938.4907749000000000,6256.6051660000000000,1854.33,3463.7843911000000000
2019-10-16,google,cpc,rus_search_gen-flow-discount-15,1395.6179170500000000,9304.1194470000000000,6521.8,1386.7015299500000000
2019-10-16,google,cpc,rus_search_gen-flow-discount-15-night,201.2975191500000000,1341.9834610000000000,65.92,1074.7659418500000000
2019-10-17,google,cpc,rus_search_brand-discount-15,2163.8456227500000000,14425.6374850000000000,8809.43,3452.3618622500000000
2019-10-17,google,cpc,rus_search_competitors-new,167.5886656500000000,1117.2577710000000000,1629.68,-680.0108946500000000
2019-10-17,google,cpc,rus_search_gen-flow-discount-10-night,872.9417644500000000,6936.8695340000000000,1953.69,4110.2377695500000000
2019-10-17,google,cpc,rus_search_gen-flow-discount-15,1860.9745402500000000,13299.4057560000000000,11892.43,-453.9987842500000000
2019-10-17,google,cpc,rus_search_gen-flow-discount-15-night,167.5886656500000000,1117.2577710000000000,246.52,703.1491053500000000
2019-10-17,google,cpc,ukr_search_brand-discount-15,167.5886656500000000,1117.2577710000000000,2481.19,-1531.5208946500000000
2019-10-17,google,cpc,ukr_search_gen-night-discount-15,89.2908821000000000,892.9088210000000000,2461.06,-1657.4420611000000000
2019-10-18,google,cpc,rus_search_brand-discount-15,2019.7662177000000000,16521.2025825000000000,6618.3,7883.1363648000000000
2019-10-18,google,cpc,rus_search_gen-flow-discount-10-night,266.6206179000000000,1777.4707860000000000,1289.07,221.7801681000000000
2019-10-18,google,cpc,rus_search_gen-flow-discount-15,1992.9556237500000000,15331.8020310000000000,12010.6,1328.2464072500000000
2019-10-18,google,cpc,ukr_search_brand-discount-15,306.8146809000000000,3157.4669490000000000,1715.52,1135.1322681000000000
2019-10-18,google,cpc,ukr_search_gen-discount-15,642.6137472300000000,4224.8426220000000000,3544.37,37.8588747700000000
2019-10-18,google,cpc,ukr_search_gen-night-discount-15,133.3103089500000000,888.7353930000000000,1237.7,-482.2749159500000000
2019-10-19,google,cpc,rus_search_brand-discount-15,1899.9196723500000000,13101.8529670000000000,6907.98,4293.9532946500000000
2019-10-19,google,cpc,rus_search_gen-flow-discount-10-night,429.8518262500000000,3295.9028340000000000,1961.56,904.4910077500000000
2019-10-19,google,cpc,rus_search_gen-flow-discount-15,2531.3018461500000000,17468.5017570000000000,10676.16,4261.0399108500000000
2019-10-19,google,cpc,rus_search_gen-flow-discount-15-night,366.4347256500000000,2442.8981710000000000,487.22,1589.2434453500000000
2019-10-19,google,cpc,ukr_search_brand-discount-15,681.2872321500000000,4541.9148810000000000,1598.18,2262.4476488500000000
2019-10-19,google,cpc,ukr_search_competitors-new,133.3098910500000000,888.7326070000000000,876.74,-121.3172840500000000
2019-10-19,google,cpc,ukr_search_gen-discount-15,607.5983476500000000,4050.6556510000000000,5130.68,-1687.6226966500000000
2019-10-19,google,cpc,ukr_search_gen-night-discount-15,688.6561206000000000,4591.0408040000000000,1186.65,2715.7346834000000000
2019-10-20,google,cpc,rus_search_brand-discount-15,1539.7735185000000000,13791.2873700000000000,6514.62,5736.8938515000000000
2019-10-20,google,cpc,rus_search_competitors-new,111.4221465000000000,1114.2214650000000000,1266.36,-263.5606815000000000
2019-10-20,google,cpc,rus_search_gen-flow-discount-10-night,508.1118367500000000,4277.8944600000000000,815.01,2954.7726232500000000
2019-10-20,google,cpc,rus_search_gen-flow-discount-15,2730.5406838500000000,18850.3005810000000000,7150.78,8968.9798971500000000
2019-10-20,google,cpc,ukr_search_brand-discount-15,448.3734570000000000,2989.1563800000000000,872.71,1668.0729230000000000
2019-10-20,google,cpc,ukr_search_gen-discount-15,448.3734570000000000,2989.1563800000000000,3386.47,-845.6870770000000000
2019-10-20,google,cpc,ukr_search_gen-night-discount-15,828.9539212500000000,6640.5809400000000000,1668.74,4142.8870187500000000
2019-10-21,google,cpc,kaz_search_brand-discount-15,552.9913473000000000,7105.4255440000000000,318.16,6234.2741967000000000
2019-10-21,google,cpc,rus_search_brand-discount-15,2675.2735313500000000,33429.2025480000000000,6671.92,24082.0090166500000000
2019-10-21,google,cpc,rus_search_competitors-new,0E-16,888.1781930000000000,1141.98,-253.8018070000000000
2019-10-21,google,cpc,rus_search_gen-flow-discount-10-night,133.2267289500000000,888.1781930000000000,1226.25,-471.2985359500000000
2019-10-21,google,cpc,rus_search_gen-flow-discount-15,1323.5640358500000000,8823.7602390000000000,6906.74,593.4562031500000000
2019-10-21,google,cpc,ukr_search_brand-discount-15,216.9118602000000000,1446.0790680000000000,2466.63,-1237.4627922000000000
2019-10-21,google,cpc,ukr_search_gen-discount-15,306.6223209000000000,3200.1194190000000000,2404.21,489.2870981000000000
2019-10-21,google,cpc,ukr_search_gen-night-discount-15,133.2267289500000000,888.1781930000000000,2662.92,-1907.9685359500000000
2019-10-22,google,cpc,kaz_search_brand-discount-15,133.0754491500000000,887.1696610000000000,370.93,383.1642118500000000
2019-10-22,google,cpc,rus_search_brand-discount-15,951.5897695500000000,6861.0759210000000000,7034.31,-1124.8238485500000000
2019-10-22,google,cpc,rus_search_competitors-new,432.6623899500000000,1997.2462720000000000,2670.35,-1105.7661179500000000
2019-10-22,google,cpc,rus_search_gen-flow-discount-10-night,166.5114916500000000,1110.0766110000000000,974.09,-30.5248806500000000
2019-10-22,google,cpc,rus_search_gen-flow-discount-15,2592.6457746000000000,18274.2741300000000000,6127.4,9554.2283554000000000
2019-10-22,google,cpc,rus_search_gen-flow-discount-15-night,330.3480999000000000,2202.3206660000000000,152.51,1719.4625661000000000
2019-10-22,google,cpc,ukr_search_brand-discount-15,823.1953663500000000,9938.8855720000000000,2243.25,6872.4402056500000000
2019-10-22,google,cpc,ukr_search_competitors-new,0E-16,1377.5649510000000000,1195.02,182.5449510000000000
2019-10-22,google,cpc,ukr_search_gen-discount-15,373.1462343000000000,2487.6415620000000000,4250.21,-2135.7146723000000000
2019-10-22,google,cpc,ukr_search_gen-night-discount-15,559.7193514500000000,3731.4623430000000000,4765.83,-1594.0870084500000000
2019-10-23,google,cpc,bel_search_brand-discount-15,241.0173066000000000,1606.7820440000000000,3.87,1361.8947374000000000
2019-10-23,google,cpc,rus_search_brand-discount-15,3109.7274768000000000,20360.0320840000000000,5281.82,11968.4846072000000000
2019-10-23,google,cpc,rus_search_gen-flow-discount-10-night,902.1633747000000000,6309.3498510000000000,1208.11,4199.0764763000000000
2019-10-23,google,cpc,rus_search_gen-flow-discount-15,1841.3923773000000000,12570.8765350000000000,7720.49,3008.9941577000000000
2019-10-23,google,cpc,ukr_search_brand-discount-15,0E-16,4457.8131360000000000,3046.66,1411.1531360000000000
2019-10-23,google,cpc,ukr_search_gen-discount-15,926.4732120000000000,6176.4880800000000000,5681.74,-431.7251320000000000
2019-10-23,google,cpc,ukr_search_gen-night-discount-15,367.9038552000000000,2452.6923680000000000,2573.13,-488.3414872000000000
2019-10-23,google,cpc,ukr_search_gen-vlozhenye-zaprosy-night-discount-15,0E-16,1114.4532840000000000,1029.7,84.7532840000000000
2019-10-24,google,cpc,rus_search_brand-discount-15,1557.0240556500000000,14096.9578050000000000,7091.18,5448.7537493500000000
2019-10-24,google,cpc,rus_search_competitors-new-night,167.5102306500000000,1116.7348710000000000,522.56,426.6646403500000000
2019-10-24,google,cpc,rus_search_gen-flow-discount-10-night,0E-16,892.4909210000000000,1177.65,-285.1590790000000000
2019-10-24,google,cpc,rus_search_gen-flow-discount-15,1011.7887024000000000,6745.2580160000000000,8529.98,-2796.5106864000000000
2019-10-24,google,cpc,ukr_search_brand-discount-15,275.1473266500000000,2726.8064320000000000,1521.69,929.9691053500000000
2019-10-24,google,cpc,ukr_search_competitors-new,201.1468231500000000,1340.9788210000000000,87.68,1052.1519978500000000
2019-10-24,google,cpc,ukr_search_competitors-new-night,207.8741416500000000,1385.8276110000000000,58.5,1119.4534693500000000
2019-10-24,google,cpc,ukr_search_gen-discount-15,275.1473266500000000,3444.3870720000000000,6583.95,-3414.7102546500000000
2019-10-24,google,cpc,ukr_search_gen-night-discount-15,267.7472763000000000,1784.9818420000000000,1914.42,-397.1854343000000000
2019-10-24,google,cpc,ukr_search_gen-vlozhenye-zaprosy-night-discount-15,234.1106838000000000,1560.7378920000000000,357.7,968.9272082000000000
2019-10-25,google,cpc,rus_search_brand-discount-15,1504.7895933000000000,15387.5199520000000000,5703.84,8178.8903587000000000
2019-10-25,google,cpc,rus_search_gen-flow-discount-15,378.7154532000000000,2524.7696880000000000,6649.43,-4503.3757652000000000
2019-10-25,google,cpc,rus_search_gen-flow-discount-15-night,267.2495574000000000,1781.6637160000000000,187.74,1326.6741586000000000
2019-10-25,google,cpc,ukr_search_brand-discount-15,408.2606304000000000,2721.7375360000000000,1913.29,400.1869056000000000
2019-10-25,google,cpc,ukr_search_gen-discount-15,100.0507137000000000,667.0047580000000000,3859.6272,-3292.6731557000000000
2019-10-25,google,cpc,ukr_search_gen-night-discount-15,334.3976874000000000,2229.3179160000000000,1087.51,807.4102286000000000
2019-10-26,google,cpc,rus_search_brand-discount-15,1237.5400359000000000,8250.2669060000000000,4733.41,2279.3168701000000000
2019-10-26,google,cpc,rus_search_competitors-new,338.4265752000000000,2256.1771680000000000,2540.53,-622.7794072000000000
2019-10-26,google,cpc,rus_search_competitors-new-night,207.4877217000000000,2272.6889430000000000,336.64,1728.5612213000000000
2019-10-26,google,cpc,rus_search_gen-flow-discount-10-night,709.0842528000000000,5618.0602100000000000,897.94,4011.0359572000000000
2019-10-26,google,cpc,rus_search_gen-flow-discount-15,1344.3055626000000000,10076.6960420000000000,10024.16,-1291.7695206000000000
2019-10-26,google,cpc,rus_search_gen-flow-discount-15-night,133.6247787000000000,890.8318580000000000,206.7,550.5070793000000000
2019-10-26,google,cpc,ukr_search_brand-discount-15,389.2042308000000000,3334.7128290000000000,1088.18,1857.3285982000000000
2019-10-26,google,cpc,ukr_search_gen-discount-15,434.4484011000000000,2896.3226740000000000,3995,-1533.1257271000000000
2019-10-26,google,cpc,ukr_search_gen-night-discount-15,367.9717524000000000,2453.1450160000000000,1031.63,1053.5432636000000000
2019-10-27,google,cpc,rus_search_brand-discount-15,2702.2291334500000000,33524.9400325000000000,5519.58,25303.1308990500000000
2019-10-27,google,cpc,rus_search_gen-flow-discount-10-night,741.6143091000000000,7662.0067860000000000,743.77,6176.6224769000000000
2019-10-27,google,cpc,rus_search_gen-flow-discount-15,1551.5006311980000000,19452.9882540000000000,9371.13,8530.3576228020000000
2019-10-27,google,cpc,rus_search_gen-flow-discount-15-night,133.4369326500000000,889.5795510000000000,552.51,203.6326183500000000
2019-10-27,google,cpc,ukr_search_brand-discount-15,333.9276003000000000,3562.7884530000000000,761.27,2467.5908527000000000
2019-10-27,google,cpc,ukr_search_gen-discount-15,400.3107979500000000,3334.8057540000000000,3227.6,-293.1050439500000000
2019-10-28,google,cpc,rus_search_brand-discount-15,1632.2824255500000000,13879.9505670000000000,5273.1,6974.5681414500000000
2019-10-28,google,cpc,rus_search_competitors-new,200.0442307500000000,1333.6282050000000000,1512,-378.4160257500000000
2019-10-28,google,cpc,rus_search_gen-flow-discount-10-night,166.5920182500000000,2760.7087620000000000,1216.69,1377.4267437500000000
2019-10-28,google,cpc,rus_search_gen-flow-discount-15,867.5273775000000000,9232.8106500000000000,10931.12,-2565.8367275000000000
2019-10-28,google,cpc,ukr_search_brand-discount-15,166.5920182500000000,1110.6134550000000000,1312.3,-368.2785632500000000
2019-10-28,google,cpc,ukr_search_gen-discount-15,133.1398057500000000,887.5987050000000000,4408.68,-3654.2211007500000000
2019-10-29,google,cpc,rus_search_brand-discount-15,501.8020308000000000,4236.5436960000000000,6693.5,-2958.7583348000000000
2019-10-29,google,cpc,rus_search_gen-flow-discount-10-night,334.5346872000000000,2230.2312480000000000,1734.5,161.1965608000000000
2019-10-29,google,cpc,rus_search_gen-flow-discount-15,980.3690925000000000,6993.5099850000000000,10623.88,-4610.7391075000000000
2019-10-29,google,cpc,ukr_search_brand-discount-15,0E-16,891.1968240000000000,752.87,138.3268240000000000
2019-10-29,google,cpc,ukr_search_gen-discount-15,133.6795236000000000,891.1968240000000000,7172.12,-6414.6026996000000000
2019-10-29,google,cpc,ukr_search_gen-night-discount-15,300.9468672000000000,2006.3124480000000000,1741.89,-36.5244192000000000
2019-10-30,google,cpc,rus_search_brand-discount-15,1513.8383057000000000,15425.7518450000000000,7561.18,6350.7335393000000000
2019-10-30,google,cpc,rus_search_competitors-new-night,144.7397910000000000,2782.4347040000000000,391.47,2246.2249130000000000
2019-10-30,google,cpc,rus_search_gen-flow-discount-10-night,133.2804291000000000,1777.0723880000000000,1515.37,128.4219589000000000
2019-10-30,google,cpc,rus_search_gen-flow-discount-15,2070.1619211000000000,20657.5036710000000000,12537.53,6049.8117499000000000
2019-10-30,google,cpc,ukr_search_brand-discount-15,133.2804291000000000,1777.0723880000000000,2429.43,-785.6380411000000000
2019-10-30,google,cpc,ukr_search_gen-discount-15,877.5008819500000000,8219.1155725000000000,4058.17,3283.4446905500000000
2019-10-30,google,cpc,ukr_search_gen-night-discount-15,540.4889763000000000,3603.2598420000000000,2689.25,373.5208657000000000
2019-10-31,google,cpc,kaz_search_brand-discount-15,167.6582113500000000,1117.7214090000000000,74.01,876.0531976500000000
2019-10-31,google,cpc,rus_search_brand-discount-15,602.0256354000000000,6024.5050040000000000,6714.73,-1292.2506314000000000
2019-10-31,google,cpc,rus_search_competitors-new,241.7240878500000000,1611.4939190000000000,2499.89,-1130.1201688500000000
2019-10-31,google,cpc,rus_search_gen-flow-discount-10-night,201.3245188500000000,1342.1634590000000000,1317.87,-177.0310598500000000
2019-10-31,google,cpc,rus_search_gen-flow-discount-15,301.6501152000000000,7819.5610220000000000,11725.225,-4207.3140932000000000
2019-10-31,google,cpc,rus_search_gen-flow-discount-15-night,0E-16,1342.1634590000000000,73.11,1269.0534590000000000
2019-10-31,google,cpc,ukr_search_brand-discount-15,335.3164227000000000,2235.4428180000000000,2284.23,-384.1036047000000000
